,Primary_ISBN_10,Book_Title,Description,Author,Contributor,Publisher,Asterisk,Dagger,Amazon_URL,Review_Link,BestSeller_Date,Published_Date,Book_Category,BestSeller_Year,BestSeller_Week,Rank,Rank_Last_Week,Weeks_on_List
6622,316476617,OUR 50-STATE BORDER CRISIS,An Illinois sheriff describes the close connection he sees between national security and the opioid crisis.,Howard Buffett,by Howard Buffett,Hachette,0,1,https://www.amazon.com/Our-50-State-Border-Crisis-Epidemic/dp/0316476617?tag=NYTBSREV-20,,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,8,0,1
6623,62837877,THIS IS ME,A star of “This Is Us” describes her journey toward self-acceptance.,Chrissy Metz,by Chrissy Metz,Dey St.,0,0,https://www.amazon.com/This-Me-Loving-Person-Today/dp/0062837877?tag=NYTBSREV-20,,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,9,2,2
6624,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,10,6,7
6625,1501184415,FAITH,"The former president discusses the broader meaning of faith and its effect on our lives, including its religious aspects.",Jimmy Carter,by Jimmy Carter,Simon & Schuster,0,0,https://www.amazon.com/Faith-Journey-All-Jimmy-Carter/dp/1501184415?tag=NYTBSREV-20,https://www.nytimes.com/2018/04/26/books/review/jimmy-carter-faith.html,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,11,7,2
6626,62569368,SECRET EMPIRES,The author of “Clinton Cash” describes what some politicians might do to enrich themselves while in office.,Peter Schweizer,by Peter Schweizer,Harper,0,1,https://www.amazon.com/Secret-Empires-American-Political-Corruption/dp/0062569368?tag=NYTBSREV-20,,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,12,3,3
6627,1630061026,KILLING THE DEEP STATE,"The conservative commentator describes a secret conspiracy to undermine the Trump presidency. From the author of ""The Obama Nation.""",Jerome R Corsi,by Jerome R. Corsi,Humanix,0,1,https://www.amazon.com/Killing-Deep-State-Fight-President/dp/1630061026?tag=NYTBSREV-20,,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,13,0,1
6628,1496430417,UNIFIED,Two Republican lawmakers from South Carolina use their relationship as a model for overcoming differences.,Tim Scott and Trey Gowdy,by Tim Scott and Trey Gowdy,Tyndale House,0,1,https://www.amazon.com/Unified-Unlikely-Friendship-Divided-Country/dp/1496430417?tag=NYTBSREV-20,,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,14,0,1
6629,1250158060,FIRE AND FURY,A journalist offers an inside account of the first year of the Trump White House.,Michael Wolff,by Michael Wolff,Holt,0,0,https://www.amazon.com/Fire-Fury-Inside-Trump-White-ebook/dp/B077F4WZZY?tag=NYTBSREV-20,https://www.nytimes.com/2018/01/08/books/review/michael-wolff-fire-and-fury-trump-white-house.html,4/7/18,4/22/18,Hardcover Nonfiction,2018,16,15,9,14
6720,None,THE THIEF,The 16th book in the Black Dagger Brotherhood series. Sola Morte falls for a man who sells weapons to a group of vampire warriors.,JR Ward,by J.R. Ward,Ballantine,0,0,https://www.amazon.com/Thief-Novel-Black-Dagger-Brotherhood/dp/0451475216?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,1,0,1
6721,073521722X,SHOOT FIRST,Stone Barrington searches for the person who plotted to kill the woman behind a cutting-edge software startup.,Stuart Woods,by Stuart Woods,Putnam,0,0,https://www.amazon.com/Shoot-First-Stone-Barrington-Novel-ebook/dp/B074667S5M?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,2,0,1
6722,1501138219,THE SIXTH DAY,"The fifth book in the A Brit in the F.B.I. series. After the German vice chancellor dies, special agents investigate one of Dracula’s descendants.",Catherine Coulter and JT Ellison,by Catherine Coulter and J.T. Ellison,Gallery,0,0,https://www.amazon.com/Sixth-Day-Brit-FBI-Book-ebook/dp/B075RRJCYW?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,3,0,1
6723,1250099676,AFTER ANNA,"A woman marries a widower and reunites with her teenage daughter who is murdered soon after, and the husband is put on trial for it.",Lisa Scottoline,by Lisa Scottoline,St. Martin's,0,0,https://www.amazon.com/After-Anna-Lisa-Scottoline-ebook/dp/B073NZQ28Z?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,4,0,1
6724,307887448,READY PLAYER ONE,"It’s 2044, life on a resource-depleted Earth is grim, and the key to a vast fortune is hidden in a virtual-reality world.",Ernest Cline,by Ernest Cline,Broadway,0,0,http://www.amazon.com/Ready-Player-One-Ernest-Cline/dp/030788743X?tag=NYTBSREV-20,https://www.nytimes.com/2011/08/15/books/ready-player-one-by-ernest-cline-review.html,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,5,1,21
6725,1455536415,THE CUTTING EDGE,Lincoln Rhyme and Amelia Sachs track a killer who targets engaged couples.,Jeffery Deaver,by Jeffery Deaver,Grand Central,0,0,https://www.amazon.com/Cutting-Edge-Lincoln-Rhyme-Novel-ebook/dp/B074Z5GFQ6?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,6,0,1
6726,1524797154,CAMINO ISLAND,A search for stolen rare manuscripts leads to a Florida island.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/Camino-Island-Novel-John-Grisham-ebook/dp/B01N2ABE60?tag=NYTBSREV-20,https://www.nytimes.com/2017/06/12/books/review/camino-island-john-grisham.html,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,7,3,19
6727,316556343,CIRCE,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.",Madeline Miller,by Madeline Miller,"Little, Brown",0,0,https://www.amazon.com/Circe-Madeline-Miller/dp/0316556343?tag=NYTBSREV-20,https://www.nytimes.com/2018/05/28/books/review/circe-madeline-miller.html,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,8,0,1
6728,1501171682,I'VE GOT MY EYES ON YOU,A high school guidance counselor tries to uncover the identity of her sister’s murderer.,Mary Higgins Clark,by Mary Higgins Clark,Simon & Schuster,0,0,https://www.amazon.com/Ive-Got-My-Eyes-You-ebook/dp/B074ZWSKZP?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,9,2,2
6729,125016561X,THE GREAT ALONE,"A former prisoner of war returns from Vietnam and moves his family to Alaska, where they face tough conditions.",Kristin Hannah,by Kristin Hannah,St. Martin's,0,0,https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah-ebook/dp/B06Y5WRS2C?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,10,4,10
6730,735224307,LITTLE FIRES EVERYWHERE,An artist upends a quiet town outside Cleveland.,Celeste Ng,by Celeste Ng,Penguin Press,0,0,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,11,7,25
6731,1942215835,REBEL HEIR,A summer fling in the Hamptons between a boss and an employee goes awry.,Vi Keeland and Penelope Ward,by Vi Keeland and Penelope Ward,C. Scott,0,0,https://www.amazon.com/Rebel-Heir-Book-One-Rush-ebook/dp/B07C1BQPN2?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,12,0,1
6732,316395587,RED ALERT,The fifth book in the NYPD Red series. Detectives Zach Jordan and Kylie MacDonald investigate the death of a documentary filmmaker and an explosion at a charity benefit.,James Patterson and Marshall Karp,by James Patterson and Marshall Karp,"Little, Brown",0,0,https://www.amazon.com/Red-Alert-NYPD-Mystery-ebook/dp/B01GQIY9JW?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,13,5,3
6733,1101883960,THE RIGHT TIME,"The author Alexandra Winslow, writing under the pseudonym Alexander Green, creates a double life that isolates her.",Danielle Steel,by Danielle Steel,Delacorte,0,0,https://www.amazon.com/Right-Time-Novel-Danielle-Steel-ebook/dp/B01MQSGA26?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,14,13,4
6734,425284697,BEFORE WE WERE YOURS,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,Lisa Wingate,by Lisa Wingate,Ballantine,0,0,https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Fiction,2018,17,15,10,29
6825,62802186,FASCISM: A Warning,The former secretary of state examines the legacy of fascism in the 20th century and its potential revival.,Madeleine Albright with Bill Woodward,by Madeleine Albright with Bill Woodward,Harper,0,0,https://www.amazon.com/Fascism-Warning-Madeleine-Albright/dp/0062802186?tag=NYTBSREV-20,https://www.nytimes.com/2018/04/20/books/review/fascism-a-warning-madeleine-albright.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,1,0,1
6826,307742482,KILLERS OF THE FLOWER MOON,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",David Grann,by David Grann,Doubleday,0,0,https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20,https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,2,1,43
6827,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,3,4,8
6828,1538728753,RUSSIAN ROULETTE,"Details of the 2016 presidential election, with an emphasis on Russia's possible involvement.",Michael Isikoff and David Corn,by Michael Isikoff and David Corn,Twelve,0,0,https://www.amazon.com/Russian-Roulette-Inside-America-Election/dp/1538728753?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/14/books/review/russian-roulette-michael-isikoff-david-corn.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,4,5,5
6829,62319787,I'LL BE GONE IN THE DARK,"The late true-crime journalist's search for the serial murderer and rapist known as ""the Golden State Killer.""",Michelle McNamara,by Michelle McNamara,Harper,0,0,https://www.amazon.com/Ill-Be-Gone-Dark-Obsessive/dp/0062319787?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,5,7,7
6830,1250107814,FACTFULNESS,A look at our biases and the argument for why the world is in a better state than we might think.,Hans Rosling with Ola Rosling and Anna Rosling Ronnlund,by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund,Flatiron,0,0,https://www.amazon.com/Factfulness-Reasons-World-Things-Better-ebook/dp/B0756J1LLV?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,6,2,2
6831,1455535915,NATURAL CAUSES,"A look at aging, the ways people try to control the inevitable and strategies for accepting mortality.",Barbara Ehrenreich,by Barbara Ehrenreich,Twelve,0,0,https://www.amazon.com/Natural-Causes-Epidemic-Certainty-Ourselves/dp/1455535915?tag=NYTBSREV-20,https://www.nytimes.com/2018/06/11/books/review/barbara-ehrenreich-natural-causes.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,7,0,1
6832,1501126423,TIGER WOODS,A deeper look at the personal and professional triumphs and disasters of the champion golfer.,Jeff Benedict and Armen Keteyian,by Jeff Benedict and Armen Keteyian,Simon & Schuster,0,0,https://www.amazon.com/Tiger-Woods-Jeff-Benedict/dp/1501126423?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,8,3,3
6833,393609391,ASTROPHYSICS FOR PEOPLE IN A HURRY,"A straightforward, easy-to-understand introduction to the laws that govern the universe.",Neil deGrasse Tyson,by Neil deGrasse Tyson,Norton,0,0,https://www.amazon.com/Astrophysics-People-Hurry-deGrasse-Tyson/dp/0393609391?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,9,15,49
6834,62464353,HOMO DEUS,A provocative look into the future by the author of “Sapiens.”,Yuval Noah Harari,by Yuval Noah Harari,Harper/HarperCollins,0,0,https://www.amazon.com/Homo-Deus-Brief-History-Tomorrow/dp/0062464310?tag=NYTBSREV-20,https://www.nytimes.com/2017/03/13/books/review/yuval-noah-harari-homo-deus.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,10,0,5
6835,62569368,SECRET EMPIRES,The author of “Clinton Cash” describes what some politicians might do to enrich themselves while in office.,Peter Schweizer,by Peter Schweizer,Harper,0,0,https://www.amazon.com/Secret-Empires-American-Political-Corruption/dp/0062569368?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,11,13,4
6836,1630061026,KILLING THE DEEP STATE,"The conservative commentator describes a secret conspiracy to undermine the Trump presidency. From the author of ""The Obama Nation.""",Jerome R Corsi,by Jerome R. Corsi,Humanix,0,0,https://www.amazon.com/Killing-Deep-State-Fight-President/dp/1630061026?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,12,11,3
6837,62837877,THIS IS ME,A star of “This Is Us” describes her journey toward self-acceptance.,Chrissy Metz,by Chrissy Metz,Dey St.,0,0,https://www.amazon.com/This-Me-Loving-Person-Today/dp/0062837877?tag=NYTBSREV-20,,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,13,10,3
6838,1250158060,FIRE AND FURY,A journalist offers an inside account of the first year of the Trump White House.,Michael Wolff,by Michael Wolff,Holt,0,0,https://www.amazon.com/Fire-Fury-Inside-Trump-White-ebook/dp/B077F4WZZY?tag=NYTBSREV-20,https://www.nytimes.com/2018/01/08/books/review/michael-wolff-fire-and-fury-trump-white-house.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,14,0,14
6839,553380168,A BRIEF HISTORY OF TIME,The British cosmologist reviews efforts to create a unified theory of the universe; first published in 1988.,Stephen Hawking,by Stephen Hawking,Bantam,0,0,http://www.amazon.com/Brief-History-Time-Stephen-Hawking/dp/0553380168?tag=NYTBSREV-20,https://www.nytimes.com/1988/05/04/books/books-of-the-times-making-the-big-bang-almost-understandable.html,4/14/18,4/29/18,Combined Print and E-Book Nonfiction,2018,17,15,6,8
6930,316556343,CIRCE,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.",Madeline Miller,by Madeline Miller,"Little, Brown",0,0,https://www.amazon.com/Circe-Madeline-Miller/dp/0316556343?tag=NYTBSREV-20,https://www.nytimes.com/2018/05/28/books/review/circe-madeline-miller.html,4/14/18,4/29/18,Hardcover Fiction,2018,17,1,0,1
6931,125009965X,AFTER ANNA,"A woman marries a widower and reunites with her teenage daughter who is murdered soon after, and the husband is put on trial for it.",Lisa Scottoline,by Lisa Scottoline,St. Martin's,0,0,https://www.amazon.com/After-Anna-Lisa-Scottoline-ebook/dp/B073NZQ28Z?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,2,0,1
6932,1501171682,I'VE GOT MY EYES ON YOU,A high school guidance counselor tries to uncover the identity of her sister’s murderer.,Mary Higgins Clark,by Mary Higgins Clark,Simon & Schuster,0,0,https://www.amazon.com/Ive-Got-My-Eyes-You-ebook/dp/B074ZWSKZP?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,3,1,2
6933,451475216,THE THIEF,The 16th book in the Black Dagger Brotherhood series. Sola Morte falls for a man who sells weapons to a group of vampire warriors.,JR Ward,by J.R. Ward,Ballantine,0,0,https://www.amazon.com/Thief-Novel-Black-Dagger-Brotherhood/dp/0451475216?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,4,0,1
6934,735217203,SHOOT FIRST,Stone Barrington searches for the person who plotted to kill the woman behind a cutting-edge software startup.,Stuart Woods,by Stuart Woods,Putnam,0,0,https://www.amazon.com/Shoot-First-Stone-Barrington-Novel-ebook/dp/B074667S5M?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,5,0,1
6935,1594488401,THE FEMALE PERSUASION,The relationship between a college freshman and a famous feminist reveals the challenges of intergenerational feminism.,Meg Wolitzer,by Meg Wolitzer,Riverhead,0,0,https://www.amazon.com/Female-Persuasion-Book-Club/dp/0525538534?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,6,2,2
6936,1501138170,THE SIXTH DAY,"The fifth book in the A Brit in the F.B.I. series. After the German vice chancellor dies, special agents investigate one of Dracula’s descendants.",Catherine Coulter and JT Ellison,by Catherine Coulter and J.T. Ellison,Gallery,0,0,https://www.amazon.com/Sixth-Day-Brit-FBI-Book-ebook/dp/B075RRJCYW?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,7,0,1
6937,735224293,LITTLE FIRES EVERYWHERE,An artist upends a quiet town outside Cleveland.,Celeste Ng,by Celeste Ng,Penguin Press,0,0,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,4/14/18,4/29/18,Hardcover Fiction,2018,17,8,6,30
6938,425284689,BEFORE WE WERE YOURS,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,Lisa Wingate,by Lisa Wingate,Ballantine,0,0,https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,9,7,30
6939,316395447,RED ALERT,The fifth book in the NYPD Red series. Detectives Zach Jordan and Kylie MacDonald investigate the death of a documentary filmmaker and an explosion at a charity benefit.,James Patterson and Marshall Karp,by James Patterson and Marshall Karp,"Little, Brown",0,0,https://www.amazon.com/Red-Alert-NYPD-Mystery-ebook/dp/B01GQIY9JW?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,10,4,3
6940,399176624,THE DISAPPEARED,A Wyoming game warden teams up with his daughter to find a missing British businesswoman.,CJ Box,by C.J. Box,Putnam,0,0,https://www.amazon.com/Disappeared-Joe-Pickett-Novel-ebook/dp/B0738KV63H?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,11,3,3
6941,312577230,THE GREAT ALONE,"A former prisoner of war returns from Vietnam and moves his family to Alaska, where they face tough conditions.",Kristin Hannah,by Kristin Hannah,St. Martin's,1,0,https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah-ebook/dp/B06Y5WRS2C?tag=NYTBSREV-20,,4/14/18,4/29/18,Hardcover Fiction,2018,17,12,5,10
